"date","item_id","total_daily"
"2015-07-08","FOODS_3_586",390
"2015-07-08","FOODS_3_587",246
"2015-07-08","FOODS_3_694",147
"2015-07-08","FOODS_3_714",159
"2015-07-08","FOODS_3_723",104
"2015-07-09","FOODS_3_090",459
"2015-07-09","FOODS_3_202",213
"2015-07-09","FOODS_3_226",206
"2015-07-09","FOODS_3_252",313
"2015-07-09","FOODS_3_555",225
"2015-07-09","FOODS_3_586",475
"2015-07-09","FOODS_3_587",234
"2015-07-09","FOODS_3_694",188
"2015-07-09","FOODS_3_714",224
"2015-07-09","FOODS_3_723",162
"2015-07-10","FOODS_3_090",771
"2015-07-10","FOODS_3_202",238
"2015-07-10","FOODS_3_226",226
"2015-07-10","FOODS_3_252",303
"2015-07-10","FOODS_3_555",253
"2015-07-10","FOODS_3_586",556
"2015-07-10","FOODS_3_587",240
"2015-07-10","FOODS_3_694",204
"2015-07-10","FOODS_3_714",230
"2015-07-10","FOODS_3_723",197
"2015-07-11","FOODS_3_090",790
"2015-07-11","FOODS_3_202",306
"2015-07-11","FOODS_3_226",213
"2015-07-11","FOODS_3_252",478
"2015-07-11","FOODS_3_555",285
"2015-07-11","FOODS_3_586",623
"2015-07-11","FOODS_3_587",285
"2015-07-11","FOODS_3_694",202
"2015-07-11","FOODS_3_714",299
"2015-07-11","FOODS_3_723",261
"2015-07-12","FOODS_3_090",675
"2015-07-12","FOODS_3_202",408
"2015-07-12","FOODS_3_226",246
"2015-07-12","FOODS_3_252",401
"2015-07-12","FOODS_3_555",255
"2015-07-12","FOODS_3_586",690
"2015-07-12","FOODS_3_587",341
"2015-07-12","FOODS_3_694",245
"2015-07-12","FOODS_3_714",305
"2015-07-12","FOODS_3_723",214
"2015-07-13","FOODS_3_090",485
"2015-07-13","FOODS_3_202",269
"2015-07-13","FOODS_3_226",222
"2015-07-13","FOODS_3_252",335
"2015-07-13","FOODS_3_555",197
"2015-07-13","FOODS_3_586",477
"2015-07-13","FOODS_3_587",280
"2015-07-13","FOODS_3_694",191
"2015-07-13","FOODS_3_714",232
"2015-07-13","FOODS_3_723",147
"2015-07-14","FOODS_3_090",516
"2015-07-14","FOODS_3_202",204
"2015-07-14","FOODS_3_226",184
"2015-07-14","FOODS_3_252",307
"2015-07-14","FOODS_3_555",204
"2015-07-14","FOODS_3_586",481
"2015-07-14","FOODS_3_587",263
"2015-07-14","FOODS_3_694",170
"2015-07-14","FOODS_3_714",184
"2015-07-14","FOODS_3_723",144
"2015-07-15","FOODS_3_090",568
"2015-07-15","FOODS_3_202",221
"2015-07-15","FOODS_3_226",211
"2015-07-15","FOODS_3_252",317
"2015-07-15","FOODS_3_555",235
"2015-07-15","FOODS_3_586",438
"2015-07-15","FOODS_3_587",254
"2015-07-15","FOODS_3_694",192
"2015-07-15","FOODS_3_714",218
"2015-07-15","FOODS_3_723",148
"2015-07-16","FOODS_3_090",557
"2015-07-16","FOODS_3_202",196
"2015-07-16","FOODS_3_226",166
"2015-07-16","FOODS_3_252",337
"2015-07-16","FOODS_3_555",207
"2015-07-16","FOODS_3_586",446
"2015-07-16","FOODS_3_587",248
"2015-07-16","FOODS_3_694",207
"2015-07-16","FOODS_3_714",232
"2015-07-16","FOODS_3_723",194
"2015-07-17","FOODS_3_090",775
"2015-07-17","FOODS_3_202",278
"2015-07-17","FOODS_3_226",257
"2015-07-17","FOODS_3_252",459
"2015-07-17","FOODS_3_555",292
"2015-07-17","FOODS_3_586",577
"2015-07-17","FOODS_3_587",257
"2015-07-17","FOODS_3_694",266
"2015-07-17","FOODS_3_714",347
"2015-07-17","FOODS_3_723",273
"2015-07-18","FOODS_3_090",927
"2015-07-18","FOODS_3_202",319
"2015-07-18","FOODS_3_226",234
"2015-07-18","FOODS_3_252",518
"2015-07-18","FOODS_3_555",324
"2015-07-18","FOODS_3_586",619
"2015-07-18","FOODS_3_587",248
"2015-07-18","FOODS_3_694",226
"2015-07-18","FOODS_3_714",284
"2015-07-18","FOODS_3_723",285
"2015-07-19","FOODS_3_090",703
"2015-07-19","FOODS_3_202",297
"2015-07-19","FOODS_3_226",245
"2015-07-19","FOODS_3_252",595
"2015-07-19","FOODS_3_555",291
"2015-07-19","FOODS_3_586",637
"2015-07-19","FOODS_3_587",414
"2015-07-19","FOODS_3_694",250
"2015-07-19","FOODS_3_714",321
"2015-07-19","FOODS_3_723",199
"2015-07-20","FOODS_3_090",593
"2015-07-20","FOODS_3_202",216
"2015-07-20","FOODS_3_226",195
"2015-07-20","FOODS_3_252",391
"2015-07-20","FOODS_3_555",242
"2015-07-20","FOODS_3_586",479
"2015-07-20","FOODS_3_587",255
"2015-07-20","FOODS_3_694",183
"2015-07-20","FOODS_3_714",230
"2015-07-20","FOODS_3_723",119
"2015-07-21","FOODS_3_090",494
"2015-07-21","FOODS_3_202",195
"2015-07-21","FOODS_3_226",190
"2015-07-21","FOODS_3_252",321
"2015-07-21","FOODS_3_555",183
"2015-07-21","FOODS_3_586",504
"2015-07-21","FOODS_3_587",227
"2015-07-21","FOODS_3_694",184
"2015-07-21","FOODS_3_714",192
"2015-07-21","FOODS_3_723",145
"2015-07-22","FOODS_3_090",540
"2015-07-22","FOODS_3_202",200
"2015-07-22","FOODS_3_226",202
"2015-07-22","FOODS_3_252",279
"2015-07-22","FOODS_3_555",183
"2015-07-22","FOODS_3_586",358
"2015-07-22","FOODS_3_587",204
"2015-07-22","FOODS_3_694",170
"2015-07-22","FOODS_3_714",176
"2015-07-22","FOODS_3_723",146
"2015-07-23","FOODS_3_090",605
"2015-07-23","FOODS_3_202",198
"2015-07-23","FOODS_3_226",209
"2015-07-23","FOODS_3_252",364
"2015-07-23","FOODS_3_555",204
"2015-07-23","FOODS_3_586",460
"2015-07-23","FOODS_3_587",244
"2015-07-23","FOODS_3_694",164
"2015-07-23","FOODS_3_714",250
"2015-07-23","FOODS_3_723",178
"2015-07-24","FOODS_3_090",741
"2015-07-24","FOODS_3_202",215
"2015-07-24","FOODS_3_226",234
"2015-07-24","FOODS_3_252",486
"2015-07-24","FOODS_3_555",261
"2015-07-24","FOODS_3_586",588
"2015-07-24","FOODS_3_587",234
"2015-07-24","FOODS_3_694",209
"2015-07-24","FOODS_3_714",243
"2015-07-24","FOODS_3_723",265
"2015-07-25","FOODS_3_090",705
"2015-07-25","FOODS_3_202",255
"2015-07-25","FOODS_3_226",244
"2015-07-25","FOODS_3_252",548
"2015-07-25","FOODS_3_555",296
"2015-07-25","FOODS_3_586",595
"2015-07-25","FOODS_3_587",314
"2015-07-25","FOODS_3_694",211
"2015-07-25","FOODS_3_714",280
"2015-07-25","FOODS_3_723",196
"2015-07-26","FOODS_3_090",699
"2015-07-26","FOODS_3_202",300
"2015-07-26","FOODS_3_226",234
"2015-07-26","FOODS_3_252",505
"2015-07-26","FOODS_3_555",261
"2015-07-26","FOODS_3_586",578
"2015-07-26","FOODS_3_587",352
"2015-07-26","FOODS_3_694",210
"2015-07-26","FOODS_3_714",296
"2015-07-26","FOODS_3_723",165
"2015-07-27","FOODS_3_090",476
"2015-07-27","FOODS_3_202",220
"2015-07-27","FOODS_3_226",166
"2015-07-27","FOODS_3_252",350
"2015-07-27","FOODS_3_555",221
"2015-07-27","FOODS_3_586",447
"2015-07-27","FOODS_3_587",269
"2015-07-27","FOODS_3_694",158
"2015-07-27","FOODS_3_714",217
"2015-07-27","FOODS_3_723",154
"2015-07-28","FOODS_3_090",452
"2015-07-28","FOODS_3_202",193
"2015-07-28","FOODS_3_226",177
"2015-07-28","FOODS_3_252",374
"2015-07-28","FOODS_3_555",212
"2015-07-28","FOODS_3_586",446
"2015-07-28","FOODS_3_587",252
"2015-07-28","FOODS_3_694",153
"2015-07-28","FOODS_3_714",261
"2015-07-28","FOODS_3_723",119
"2015-07-29","FOODS_3_090",397
"2015-07-29","FOODS_3_202",175
"2015-07-29","FOODS_3_226",164
"2015-07-29","FOODS_3_252",325
"2015-07-29","FOODS_3_555",160
"2015-07-29","FOODS_3_586",382
"2015-07-29","FOODS_3_587",210
"2015-07-29","FOODS_3_694",162
"2015-07-29","FOODS_3_714",251
"2015-07-29","FOODS_3_723",125
"2015-07-30","FOODS_3_090",417
"2015-07-30","FOODS_3_202",178
"2015-07-30","FOODS_3_226",211
"2015-07-30","FOODS_3_252",329
"2015-07-30","FOODS_3_555",198
"2015-07-30","FOODS_3_586",468
"2015-07-30","FOODS_3_587",213
"2015-07-30","FOODS_3_694",163
"2015-07-30","FOODS_3_714",212
"2015-07-30","FOODS_3_723",105
"2015-07-31","FOODS_3_090",625
"2015-07-31","FOODS_3_202",223
"2015-07-31","FOODS_3_226",288
"2015-07-31","FOODS_3_252",484
"2015-07-31","FOODS_3_555",278
"2015-07-31","FOODS_3_586",580
"2015-07-31","FOODS_3_587",283
"2015-07-31","FOODS_3_694",217
"2015-07-31","FOODS_3_714",287
"2015-07-31","FOODS_3_723",213
"2015-08-01","FOODS_3_090",786
"2015-08-01","FOODS_3_202",315
"2015-08-01","FOODS_3_226",280
"2015-08-01","FOODS_3_252",612
"2015-08-01","FOODS_3_555",364
"2015-08-01","FOODS_3_586",663
"2015-08-01","FOODS_3_587",255
"2015-08-01","FOODS_3_694",256
"2015-08-01","FOODS_3_714",362
"2015-08-01","FOODS_3_723",233
"2015-08-02","FOODS_3_090",636
"2015-08-02","FOODS_3_202",329
"2015-08-02","FOODS_3_226",299
"2015-08-02","FOODS_3_252",599
"2015-08-02","FOODS_3_555",302
"2015-08-02","FOODS_3_586",679
"2015-08-02","FOODS_3_587",362
"2015-08-02","FOODS_3_694",232
"2015-08-02","FOODS_3_714",312
"2015-08-02","FOODS_3_723",164
"2015-08-03","FOODS_3_090",431
"2015-08-03","FOODS_3_202",219
"2015-08-03","FOODS_3_226",210
"2015-08-03","FOODS_3_252",377
"2015-08-03","FOODS_3_555",248
"2015-08-03","FOODS_3_586",557
"2015-08-03","FOODS_3_587",306
"2015-08-03","FOODS_3_694",214
"2015-08-03","FOODS_3_714",229
"2015-08-03","FOODS_3_723",172
"2015-08-04","FOODS_3_090",373
"2015-08-04","FOODS_3_202",219
"2015-08-04","FOODS_3_226",207
"2015-08-04","FOODS_3_252",232
"2015-08-04","FOODS_3_555",241
"2015-08-04","FOODS_3_586",470
"2015-08-04","FOODS_3_587",220
"2015-08-04","FOODS_3_694",170
"2015-08-04","FOODS_3_714",207
"2015-08-04","FOODS_3_723",116
"2015-08-05","FOODS_3_090",453
"2015-08-05","FOODS_3_202",238
"2015-08-05","FOODS_3_226",202
"2015-08-05","FOODS_3_252",343
"2015-08-05","FOODS_3_555",268
"2015-08-05","FOODS_3_586",486
"2015-08-05","FOODS_3_587",251
"2015-08-05","FOODS_3_694",193
"2015-08-05","FOODS_3_714",181
"2015-08-05","FOODS_3_723",188
"2015-08-06","FOODS_3_090",467
"2015-08-06","FOODS_3_202",231
"2015-08-06","FOODS_3_226",199
"2015-08-06","FOODS_3_252",370
"2015-08-06","FOODS_3_555",234
"2015-08-06","FOODS_3_586",461
"2015-08-06","FOODS_3_587",272
"2015-08-06","FOODS_3_694",174
"2015-08-06","FOODS_3_714",228
"2015-08-06","FOODS_3_723",162
"2015-08-07","FOODS_3_090",721
"2015-08-07","FOODS_3_202",295
"2015-08-07","FOODS_3_226",243
"2015-08-07","FOODS_3_252",484
"2015-08-07","FOODS_3_555",291
"2015-08-07","FOODS_3_586",538
"2015-08-07","FOODS_3_587",208
"2015-08-07","FOODS_3_694",232
"2015-08-07","FOODS_3_714",243
"2015-08-07","FOODS_3_723",231
"2015-08-08","FOODS_3_090",784
"2015-08-08","FOODS_3_202",359
"2015-08-08","FOODS_3_226",224
"2015-08-08","FOODS_3_252",601
"2015-08-08","FOODS_3_555",337
"2015-08-08","FOODS_3_586",640
"2015-08-08","FOODS_3_587",277
"2015-08-08","FOODS_3_694",239
"2015-08-08","FOODS_3_714",304
"2015-08-08","FOODS_3_723",246
"2015-08-09","FOODS_3_090",712
"2015-08-09","FOODS_3_202",379
"2015-08-09","FOODS_3_226",248
"2015-08-09","FOODS_3_252",674
"2015-08-09","FOODS_3_555",358
"2015-08-09","FOODS_3_586",737
"2015-08-09","FOODS_3_587",324
"2015-08-09","FOODS_3_694",235
"2015-08-09","FOODS_3_714",283
"2015-08-09","FOODS_3_723",228
"2015-08-10","FOODS_3_090",445
"2015-08-10","FOODS_3_202",0
"2015-08-10","FOODS_3_226",178
"2015-08-10","FOODS_3_252",393
"2015-08-10","FOODS_3_555",229
"2015-08-10","FOODS_3_586",544
"2015-08-10","FOODS_3_587",248
"2015-08-10","FOODS_3_694",169
"2015-08-10","FOODS_3_714",240
"2015-08-10","FOODS_3_723",131
"2015-08-11","FOODS_3_090",406
"2015-08-11","FOODS_3_202",0
"2015-08-11","FOODS_3_226",207
"2015-08-11","FOODS_3_252",316
"2015-08-11","FOODS_3_555",219
"2015-08-11","FOODS_3_586",495
"2015-08-11","FOODS_3_587",253
"2015-08-11","FOODS_3_694",173
"2015-08-11","FOODS_3_714",236
"2015-08-11","FOODS_3_723",104
"2015-08-12","FOODS_3_090",439
"2015-08-12","FOODS_3_202",0
"2015-08-12","FOODS_3_226",216
"2015-08-12","FOODS_3_252",426
"2015-08-12","FOODS_3_555",209
"2015-08-12","FOODS_3_586",515
"2015-08-12","FOODS_3_587",219
"2015-08-12","FOODS_3_694",209
"2015-08-12","FOODS_3_714",202
"2015-08-12","FOODS_3_723",119
"2015-08-13","FOODS_3_090",434
"2015-08-13","FOODS_3_202",0
"2015-08-13","FOODS_3_226",205
"2015-08-13","FOODS_3_252",360
"2015-08-13","FOODS_3_555",261
"2015-08-13","FOODS_3_586",518
"2015-08-13","FOODS_3_587",216
"2015-08-13","FOODS_3_694",207
"2015-08-13","FOODS_3_714",229
"2015-08-13","FOODS_3_723",203
"2015-08-14","FOODS_3_090",585
"2015-08-14","FOODS_3_202",0
"2015-08-14","FOODS_3_226",261
"2015-08-14","FOODS_3_252",479
"2015-08-14","FOODS_3_555",279
"2015-08-14","FOODS_3_586",626
"2015-08-14","FOODS_3_587",198
"2015-08-14","FOODS_3_694",240
"2015-08-14","FOODS_3_714",281
"2015-08-14","FOODS_3_723",233
"2015-08-15","FOODS_3_090",658
"2015-08-15","FOODS_3_202",5
"2015-08-15","FOODS_3_226",265
"2015-08-15","FOODS_3_252",730
"2015-08-15","FOODS_3_555",356
"2015-08-15","FOODS_3_586",762
"2015-08-15","FOODS_3_587",267
"2015-08-15","FOODS_3_694",234
"2015-08-15","FOODS_3_714",396
"2015-08-15","FOODS_3_723",217
"2015-08-16","FOODS_3_090",741
"2015-08-16","FOODS_3_202",3
"2015-08-16","FOODS_3_226",273
"2015-08-16","FOODS_3_252",667
"2015-08-16","FOODS_3_555",341
"2015-08-16","FOODS_3_586",734
"2015-08-16","FOODS_3_587",325
"2015-08-16","FOODS_3_694",308
"2015-08-16","FOODS_3_714",414
"2015-08-16","FOODS_3_723",211
"2015-08-17","FOODS_3_090",547
"2015-08-17","FOODS_3_202",3
"2015-08-17","FOODS_3_226",238
"2015-08-17","FOODS_3_252",401
"2015-08-17","FOODS_3_555",273
"2015-08-17","FOODS_3_586",517
"2015-08-17","FOODS_3_587",272
"2015-08-17","FOODS_3_694",228
"2015-08-17","FOODS_3_714",272
"2015-08-17","FOODS_3_723",131
"2015-08-18","FOODS_3_090",418
"2015-08-18","FOODS_3_202",1
"2015-08-18","FOODS_3_226",216
"2015-08-18","FOODS_3_252",353
"2015-08-18","FOODS_3_555",246
"2015-08-18","FOODS_3_586",540
"2015-08-18","FOODS_3_587",238
"2015-08-18","FOODS_3_694",194
"2015-08-18","FOODS_3_714",238
"2015-08-18","FOODS_3_723",107
"2015-08-19","FOODS_3_090",570
"2015-08-19","FOODS_3_202",0
"2015-08-19","FOODS_3_226",202
"2015-08-19","FOODS_3_252",293
"2015-08-19","FOODS_3_555",188
"2015-08-19","FOODS_3_586",424
"2015-08-19","FOODS_3_587",253
"2015-08-19","FOODS_3_694",189
"2015-08-19","FOODS_3_714",173
"2015-08-19","FOODS_3_723",128
"2015-08-20","FOODS_3_090",480
"2015-08-20","FOODS_3_202",0
"2015-08-20","FOODS_3_226",154
"2015-08-20","FOODS_3_252",241
"2015-08-20","FOODS_3_555",181
"2015-08-20","FOODS_3_586",352
"2015-08-20","FOODS_3_587",175
"2015-08-20","FOODS_3_694",172
"2015-08-20","FOODS_3_714",181
"2015-08-20","FOODS_3_723",136
"2015-08-21","FOODS_3_090",668
"2015-08-21","FOODS_3_202",7
"2015-08-21","FOODS_3_226",204
"2015-08-21","FOODS_3_252",362
"2015-08-21","FOODS_3_555",258
"2015-08-21","FOODS_3_586",530
"2015-08-21","FOODS_3_587",188
"2015-08-21","FOODS_3_694",231
"2015-08-21","FOODS_3_714",285
"2015-08-21","FOODS_3_723",241
"2015-08-22","FOODS_3_090",623
"2015-08-22","FOODS_3_202",4
"2015-08-22","FOODS_3_226",266
"2015-08-22","FOODS_3_252",584
"2015-08-22","FOODS_3_555",335
"2015-08-22","FOODS_3_586",701
"2015-08-22","FOODS_3_587",221
"2015-08-22","FOODS_3_694",220
"2015-08-22","FOODS_3_714",301
"2015-08-22","FOODS_3_723",207
"2015-08-23","FOODS_3_090",600
"2015-08-23","FOODS_3_202",0
"2015-08-23","FOODS_3_226",234
"2015-08-23","FOODS_3_252",626
"2015-08-23","FOODS_3_555",321
"2015-08-23","FOODS_3_586",801
"2015-08-23","FOODS_3_587",311
"2015-08-23","FOODS_3_694",237
"2015-08-23","FOODS_3_714",312
"2015-08-23","FOODS_3_723",154
"2015-08-24","FOODS_3_090",464
"2015-08-24","FOODS_3_202",0
"2015-08-24","FOODS_3_226",219
"2015-08-24","FOODS_3_252",382
"2015-08-24","FOODS_3_555",193
"2015-08-24","FOODS_3_586",497
"2015-08-24","FOODS_3_587",254
"2015-08-24","FOODS_3_694",215
"2015-08-24","FOODS_3_714",225
"2015-08-24","FOODS_3_723",123
"2015-08-25","FOODS_3_090",430
"2015-08-25","FOODS_3_202",1
"2015-08-25","FOODS_3_226",159
"2015-08-25","FOODS_3_252",289
"2015-08-25","FOODS_3_555",177
"2015-08-25","FOODS_3_586",374
"2015-08-25","FOODS_3_587",185
"2015-08-25","FOODS_3_694",137
"2015-08-25","FOODS_3_714",175
"2015-08-25","FOODS_3_723",106
"2015-08-26","FOODS_3_090",404
"2015-08-26","FOODS_3_202",2
"2015-08-26","FOODS_3_226",187
"2015-08-26","FOODS_3_252",313
"2015-08-26","FOODS_3_555",190
"2015-08-26","FOODS_3_586",397
"2015-08-26","FOODS_3_587",167
"2015-08-26","FOODS_3_694",161
"2015-08-26","FOODS_3_714",216
"2015-08-26","FOODS_3_723",129
"2015-08-27","FOODS_3_090",425
"2015-08-27","FOODS_3_202",0
"2015-08-27","FOODS_3_226",195
"2015-08-27","FOODS_3_252",357
"2015-08-27","FOODS_3_555",192
"2015-08-27","FOODS_3_586",441
"2015-08-27","FOODS_3_587",161
"2015-08-27","FOODS_3_694",199
"2015-08-27","FOODS_3_714",229
"2015-08-27","FOODS_3_723",126
"2015-08-28","FOODS_3_090",627
"2015-08-28","FOODS_3_202",0
"2015-08-28","FOODS_3_226",206
"2015-08-28","FOODS_3_252",398
"2015-08-28","FOODS_3_555",247
"2015-08-28","FOODS_3_586",448
"2015-08-28","FOODS_3_587",188
"2015-08-28","FOODS_3_694",194
"2015-08-28","FOODS_3_714",277
"2015-08-28","FOODS_3_723",208
"2015-08-29","FOODS_3_090",731
"2015-08-29","FOODS_3_202",6
"2015-08-29","FOODS_3_226",228
"2015-08-29","FOODS_3_252",474
"2015-08-29","FOODS_3_555",307
"2015-08-29","FOODS_3_586",581
"2015-08-29","FOODS_3_587",246
"2015-08-29","FOODS_3_694",206
"2015-08-29","FOODS_3_714",287
"2015-08-29","FOODS_3_723",280
"2015-08-30","FOODS_3_090",732
"2015-08-30","FOODS_3_202",1
"2015-08-30","FOODS_3_226",250
"2015-08-30","FOODS_3_252",443
"2015-08-30","FOODS_3_555",300
"2015-08-30","FOODS_3_586",567
"2015-08-30","FOODS_3_587",307
"2015-08-30","FOODS_3_694",250
"2015-08-30","FOODS_3_714",263
"2015-08-30","FOODS_3_723",174
"2015-08-31","FOODS_3_090",441
"2015-08-31","FOODS_3_202",5
"2015-08-31","FOODS_3_226",189
"2015-08-31","FOODS_3_252",282
"2015-08-31","FOODS_3_555",204
"2015-08-31","FOODS_3_586",398
"2015-08-31","FOODS_3_587",203
"2015-08-31","FOODS_3_694",194
"2015-08-31","FOODS_3_714",229
"2015-08-31","FOODS_3_723",112
"2015-09-01","FOODS_3_090",370
"2015-09-01","FOODS_3_202",0
"2015-09-01","FOODS_3_226",234
"2015-09-01","FOODS_3_252",289
"2015-09-01","FOODS_3_555",226
"2015-09-01","FOODS_3_586",444
"2015-09-01","FOODS_3_587",202
"2015-09-01","FOODS_3_694",221
"2015-09-01","FOODS_3_714",221
"2015-09-01","FOODS_3_723",112
"2015-09-02","FOODS_3_090",467
"2015-09-02","FOODS_3_202",7
"2015-09-02","FOODS_3_226",216
"2015-09-02","FOODS_3_252",296
"2015-09-02","FOODS_3_555",218
"2015-09-02","FOODS_3_586",434
"2015-09-02","FOODS_3_587",202
"2015-09-02","FOODS_3_694",168
"2015-09-02","FOODS_3_714",195
"2015-09-02","FOODS_3_723",126
"2015-09-03","FOODS_3_090",588
"2015-09-03","FOODS_3_202",3
"2015-09-03","FOODS_3_226",214
"2015-09-03","FOODS_3_252",312
"2015-09-03","FOODS_3_555",225
"2015-09-03","FOODS_3_586",419
"2015-09-03","FOODS_3_587",201
"2015-09-03","FOODS_3_694",179
"2015-09-03","FOODS_3_714",194
"2015-09-03","FOODS_3_723",175
"2015-09-04","FOODS_3_090",617
"2015-09-04","FOODS_3_202",0
"2015-09-04","FOODS_3_226",195
"2015-09-04","FOODS_3_252",288
"2015-09-04","FOODS_3_555",224
"2015-09-04","FOODS_3_586",460
"2015-09-04","FOODS_3_587",177
"2015-09-04","FOODS_3_694",198
"2015-09-04","FOODS_3_714",241
"2015-09-04","FOODS_3_723",240
"2015-09-05","FOODS_3_090",751
"2015-09-05","FOODS_3_202",0
"2015-09-05","FOODS_3_226",230
"2015-09-05","FOODS_3_252",512
"2015-09-05","FOODS_3_555",279
"2015-09-05","FOODS_3_586",563
"2015-09-05","FOODS_3_587",249
"2015-09-05","FOODS_3_694",201
"2015-09-05","FOODS_3_714",272
"2015-09-05","FOODS_3_723",243
"2015-09-06","FOODS_3_090",799
"2015-09-06","FOODS_3_202",0
"2015-09-06","FOODS_3_226",234
"2015-09-06","FOODS_3_252",560
"2015-09-06","FOODS_3_555",323
"2015-09-06","FOODS_3_586",608
"2015-09-06","FOODS_3_587",287
"2015-09-06","FOODS_3_694",234
"2015-09-06","FOODS_3_714",308
"2015-09-06","FOODS_3_723",226
"2015-09-07","FOODS_3_090",763
"2015-09-07","FOODS_3_202",0
"2015-09-07","FOODS_3_226",229
"2015-09-07","FOODS_3_252",469
"2015-09-07","FOODS_3_555",260
"2015-09-07","FOODS_3_586",513
"2015-09-07","FOODS_3_587",326
"2015-09-07","FOODS_3_694",218
"2015-09-07","FOODS_3_714",291
"2015-09-07","FOODS_3_723",202
"2015-09-08","FOODS_3_090",478
"2015-09-08","FOODS_3_202",0
"2015-09-08","FOODS_3_226",181
"2015-09-08","FOODS_3_252",319
"2015-09-08","FOODS_3_555",218
"2015-09-08","FOODS_3_586",392
"2015-09-08","FOODS_3_587",272
"2015-09-08","FOODS_3_694",163
"2015-09-08","FOODS_3_714",158
"2015-09-08","FOODS_3_723",132
"2015-09-09","FOODS_3_090",392
"2015-09-09","FOODS_3_202",0
"2015-09-09","FOODS_3_226",172
"2015-09-09","FOODS_3_252",287
"2015-09-09","FOODS_3_555",190
"2015-09-09","FOODS_3_586",422
"2015-09-09","FOODS_3_587",291
"2015-09-09","FOODS_3_694",180
"2015-09-09","FOODS_3_714",216
"2015-09-09","FOODS_3_723",130
"2015-09-10","FOODS_3_090",468
"2015-09-10","FOODS_3_202",337
"2015-09-10","FOODS_3_226",173
"2015-09-10","FOODS_3_252",300
"2015-09-10","FOODS_3_555",214
"2015-09-10","FOODS_3_586",394
"2015-09-10","FOODS_3_587",183
"2015-09-10","FOODS_3_694",172
"2015-09-10","FOODS_3_714",196
"2015-09-10","FOODS_3_723",174
"2015-09-11","FOODS_3_090",632
"2015-09-11","FOODS_3_202",260
"2015-09-11","FOODS_3_226",186
"2015-09-11","FOODS_3_252",294
"2015-09-11","FOODS_3_555",235
"2015-09-11","FOODS_3_586",450
"2015-09-11","FOODS_3_587",238
"2015-09-11","FOODS_3_694",190
"2015-09-11","FOODS_3_714",222
"2015-09-11","FOODS_3_723",227
"2015-09-12","FOODS_3_090",741
"2015-09-12","FOODS_3_202",335
"2015-09-12","FOODS_3_226",210
"2015-09-12","FOODS_3_252",445
"2015-09-12","FOODS_3_555",321
"2015-09-12","FOODS_3_586",569
"2015-09-12","FOODS_3_587",281
"2015-09-12","FOODS_3_694",203
"2015-09-12","FOODS_3_714",272
"2015-09-12","FOODS_3_723",221
"2015-09-13","FOODS_3_090",688
"2015-09-13","FOODS_3_202",364
"2015-09-13","FOODS_3_226",215
"2015-09-13","FOODS_3_252",466
"2015-09-13","FOODS_3_555",279
"2015-09-13","FOODS_3_586",584
"2015-09-13","FOODS_3_587",391
"2015-09-13","FOODS_3_694",238
"2015-09-13","FOODS_3_714",265
"2015-09-13","FOODS_3_723",213
"2015-09-14","FOODS_3_090",521
"2015-09-14","FOODS_3_202",235
"2015-09-14","FOODS_3_226",173
"2015-09-14","FOODS_3_252",241
"2015-09-14","FOODS_3_555",207
"2015-09-14","FOODS_3_586",383
"2015-09-14","FOODS_3_587",250
"2015-09-14","FOODS_3_694",175
"2015-09-14","FOODS_3_714",136
"2015-09-14","FOODS_3_723",96
"2015-09-15","FOODS_3_090",534
"2015-09-15","FOODS_3_202",197
"2015-09-15","FOODS_3_226",218
"2015-09-15","FOODS_3_252",260
"2015-09-15","FOODS_3_555",206
"2015-09-15","FOODS_3_586",427
"2015-09-15","FOODS_3_587",253
"2015-09-15","FOODS_3_694",184
"2015-09-15","FOODS_3_714",168
"2015-09-15","FOODS_3_723",171
"2015-09-16","FOODS_3_090",465
"2015-09-16","FOODS_3_202",191
"2015-09-16","FOODS_3_226",201
"2015-09-16","FOODS_3_252",268
"2015-09-16","FOODS_3_555",197
"2015-09-16","FOODS_3_586",360
"2015-09-16","FOODS_3_587",209
"2015-09-16","FOODS_3_694",189
"2015-09-16","FOODS_3_714",168
"2015-09-16","FOODS_3_723",152
"2015-09-17","FOODS_3_090",397
"2015-09-17","FOODS_3_202",185
"2015-09-17","FOODS_3_226",199
"2015-09-17","FOODS_3_252",262
"2015-09-17","FOODS_3_555",220
"2015-09-17","FOODS_3_586",391
"2015-09-17","FOODS_3_587",215
"2015-09-17","FOODS_3_694",183
"2015-09-17","FOODS_3_714",168
"2015-09-17","FOODS_3_723",123
"2015-09-18","FOODS_3_090",649
"2015-09-18","FOODS_3_202",178
"2015-09-18","FOODS_3_226",212
"2015-09-18","FOODS_3_252",313
"2015-09-18","FOODS_3_555",227
"2015-09-18","FOODS_3_586",454
"2015-09-18","FOODS_3_587",230
"2015-09-18","FOODS_3_694",202
"2015-09-18","FOODS_3_714",198
"2015-09-18","FOODS_3_723",218
"2015-09-19","FOODS_3_090",806
"2015-09-19","FOODS_3_202",309
"2015-09-19","FOODS_3_226",217
"2015-09-19","FOODS_3_252",507
"2015-09-19","FOODS_3_555",326
"2015-09-19","FOODS_3_586",613
"2015-09-19","FOODS_3_587",305
"2015-09-19","FOODS_3_694",219
"2015-09-19","FOODS_3_714",311
"2015-09-19","FOODS_3_723",274
"2015-09-20","FOODS_3_090",768
